"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","numGenesContained","propSignifDeGenes","overlapCancerBlock","cancerBlockSign"
"chr6",147768340,147891156,-0.106509827114013,0.31952948134204,346,82190,82199,3,1469,0.013013013013013,0.013,0.0760760760760761,0.073,1,1,TRUE,-1
"chr1",14898807,14954053,-0.106480153509207,0.319440460527622,3,3209,3216,3,1530,0.013013013013013,0.013,0.0760760760760761,0.073,3,1,TRUE,-1
"chr17",76814745.5,76858248,0.106460957375693,0.31938287212708,685,187085,187096,3,1275,0.013013013013013,0.013,0.0760760760760761,0.073,1,0,TRUE,-1
"chr9",71145733,71155970,-0.106185057205791,0.318555171617372,468,108656,108658,3,7,0.013013013013013,0.013,0.0800800800800801,0.077,2,1,TRUE,-1
"chr16",12484175,12530076.5,-0.106155365399869,0.318466096199608,663,170125,170127,3,417,0.013013013013013,0.013,0.0800800800800801,0.077,2,1,TRUE,-1
"chr1",40123717,40177469,-0.106032761069172,0.318098283207517,4,6946,6963,3,781,0.013013013013013,0.013,0.0800800800800801,0.077,4,0.666666666666667,TRUE,-1
"chr2",115598354,115612096,-0.105952719617774,0.317858158853321,76,29555,29557,3,212,0.013013013013013,0.013,0.0800800800800801,0.077,1,1,TRUE,-1
"chr9",91058614,91097958,-0.105774854691722,0.317324564075167,480,109195,109197,3,440,0.013013013013013,0.013,0.0810810810810811,0.078,1,0,FALSE,NA
"chr3",28013305,28040759,-0.105709200588256,0.317127601764768,110,39882,39884,3,284,0.013013013013013,0.013,0.0810810810810811,0.078,0,NA,TRUE,-1
"chr1",223083720,223104742,-0.105643775480947,0.316931326442842,47,18955,18957,3,1301,0.013013013013013,0.013,0.0810810810810811,0.078,2,1,TRUE,-1
"chr5",71331494,71362316,-0.105450914234011,0.316352742702032,278,64067,64069,3,206,0.013013013013013,0.013,0.0810810810810811,0.078,0,NA,TRUE,-1
"chr9",71795999,71819910,0.105445785541303,0.316337356623909,469,108693,108695,3,72,0.013013013013013,0.013,0.0810810810810811,0.078,3,1,FALSE,NA
"chr12",111892971,111926384,0.104854697254213,0.314564091762639,580,144734,144736,3,2282,0.013013013013013,0.013,0.0830830830830831,0.08,2,0,FALSE,NA
"chr12",44410498,44421638,-0.104660920821687,0.31398276246506,560,139675,139677,3,118,0.013013013013013,0.013,0.0840840840840841,0.081,1,1,FALSE,NA
"chr3",177652347,177700638,-0.104493654525599,0.313480963576797,156,48850,48852,3,1076,0.013013013013013,0.013,0.0850850850850851,0.082,0,NA,TRUE,-1
"chr14",38595711,38634732,-0.104303486455574,0.312910459366721,626,154594,154596,3,148,0.013013013013013,0.013,0.0850850850850851,0.082,0,NA,TRUE,-1
"chr8",69497246,69553023,-0.104101343544107,0.31230403063232,398,102545,102547,3,244,0.013013013013013,0.013,0.0860860860860861,0.083,1,1,TRUE,-1
"chr13",73732331,73764146,-0.103991786146871,0.311975358440613,600,150770,150772,3,85,0.013013013013013,0.013,0.0870870870870871,0.084,0,NA,TRUE,-1
"chr17",65387096,65408367,0.103985054411272,0.311955163233815,685,185574,185576,3,1275,0.013013013013013,0.013,0.0870870870870871,0.084,2,1,FALSE,NA
"chr8",18666455.5,18673170,0.103730432457972,0.311191297373915,383,99360,99362,3,249,0.013013013013013,0.013,0.0890890890890891,0.086,7,1,FALSE,NA
"chr8",142710298,142852900.5,-0.102858946042039,0.411435784168156,419,106400,106413,4,440,0.014014014014014,0.014,0.025025025025025,0.025,0,NA,TRUE,-1
"chr2",105689122,105719918,-0.102836402339434,0.411345609357736,75,28815,28818,4,263,0.014014014014014,0.014,0.025025025025025,0.025,2,1,FALSE,NA
"chr7",26897448,26958919,-0.102368757664601,0.409475030658402,354,87411,87419,4,1610,0.014014014014014,0.014,0.025025025025025,0.025,1,1,TRUE,-1
"chr6",18694265,18694265,-0.348092393160628,0.348092393160628,311,73495,73495,1,1227,0.014014014014014,0.014,0.0530530530530531,0.051,0,NA,TRUE,-1
"chr8",65936215,65936215,-0.343941636949959,0.343941636949959,398,102339,102339,1,244,0.014014014014014,0.014,0.0540540540540541,0.052,0,NA,TRUE,-1
"chr12",118477739,118490276,0.102399701724767,0.3071991051743,580,145375,145377,3,2282,0.014014014014014,0.014,0.0980980980980981,0.095,1,0,FALSE,NA
"chr5",134901336,134920571,-0.10230759690069,0.306922790702071,304,67322,67329,3,322,0.014014014014014,0.014,0.0980980980980981,0.095,3,1,TRUE,1
"chr15",66316425,66350184,-0.101683533548876,0.406734134195503,659,164049,164057,4,1437,0.015015015015015,0.015,0.026026026026026,0.026,1,1,TRUE,-1
"chr17",53167407,53224820,-0.102077487521842,0.306232462565526,682,184379,184381,3,251,0.015015015015015,0.015,0.0990990990990991,0.096,0,NA,TRUE,-1
"chr12",111664683.5,111722617,-0.101907327003375,0.305721981010124,580,144687,144689,3,2282,0.015015015015015,0.015,0.101101101101101,0.098,1,1,TRUE,-1
"chr12",49435106,49449099.5,0.101860018139391,0.305580054418173,561,140120,140122,3,593,0.015015015015015,0.015,0.102102102102102,0.099,3,1,FALSE,NA
"chr14",59027109,59052800,-0.101613560463118,0.304840681389353,636,155560,155562,3,524,0.015015015015015,0.015,0.104104104104104,0.101,0,NA,TRUE,-1
"chr12",117155509,117164627,-0.101580980688486,0.304742942065459,580,145243,145245,3,2282,0.015015015015015,0.015,0.104104104104104,0.101,2,1,FALSE,NA
"chr1",211909305,211918768,0.101359142096841,0.304077426290522,47,18236,18238,3,1301,0.015015015015015,0.015,0.104104104104104,0.101,2,1,TRUE,-1
"chr3",50140247.5,50162322,-0.100752706519096,0.302258119557288,113,41792,41794,3,1672,0.015015015015015,0.015,0.105105105105105,0.101,3,1,FALSE,NA
"chr12",50067887,50091449,0.10074797376332,0.302243921289961,561,140238,140240,3,593,0.015015015015015,0.015,0.105105105105105,0.101,4,1,TRUE,-1
"chr10",114688034,114706294,-0.100559509561145,0.301678528683434,521,121670,121672,3,330,0.015015015015015,0.015,0.107107107107107,0.103,0,NA,FALSE,NA
"chr8",17487895,17501410,0.100468818036893,0.301406454110679,383,99282,99284,3,249,0.015015015015015,0.015,0.107107107107107,0.103,2,0.5,FALSE,NA
"chr21",43484279,43491361,-0.100271174628525,0.300813523885574,871,206947,206949,3,178,0.015015015015015,0.015,0.107107107107107,0.103,1,1,TRUE,-1
"chr14",26310365,26557641,-0.183416953888291,0.366833907776582,622,154120,154121,2,407,0.016016016016016,0.016,0.04004004004004,0.039,0,NA,TRUE,-1
"chr20",36040082.5,36041094,-0.182399986223554,0.364799972447108,820,203708,203709,2,61,0.017017017017017,0.017,0.041041041041041,0.04,0,NA,TRUE,-1
"chr1",82828058,82951578,-0.181726824365249,0.363453648730498,14,10046,10047,2,53,0.018018018018018,0.017,0.042042042042042,0.04,0,NA,TRUE,-1
"chr3",98848062,98848062,0.339198790646334,0.339198790646334,133,44167,44167,1,185,0.017017017017017,0.017,0.0590590590590591,0.057,0,NA,TRUE,-1
"chr8",78923501,78923501,-0.333901407755904,0.333901407755904,401,102948,102948,1,23,0.017017017017017,0.017,0.0640640640640641,0.062,0,NA,TRUE,-1
"chr8",79885164,79934476,-0.18108204982863,0.36216409965726,401,102972,102973,2,23,0.02002002002002,0.019,0.044044044044044,0.042,0,NA,TRUE,-1
"chr1",74445461,74445461,-0.330700336394611,0.330700336394611,12,9741,9741,1,159,0.019019019019019,0.019,0.0680680680680681,0.066,0,NA,TRUE,-1
"chr8",89969235,90132979,0.180445937163372,0.360891874326744,407,103347,103348,2,784,0.022022022022022,0.021,0.046046046046046,0.044,0,NA,TRUE,-1
"chr4",53069128,53112707,-0.180079948207829,0.360159896415657,183,54249,54250,2,251,0.022022022022022,0.021,0.046046046046046,0.044,0,NA,TRUE,-1
"chr17",54398673,54509207,-0.176835325092722,0.353670650185443,682,184453,184454,2,251,0.022022022022022,0.021,0.0500500500500501,0.048,1,0,TRUE,-1
"chr13",36073819,36073819,-0.319737652973065,0.319737652973065,584,149128,149128,1,557,0.021021021021021,0.021,0.0760760760760761,0.073,1,1,TRUE,-1
"chr21",44585506,44729925,-0.176129342228264,0.352258684456529,871,207101,207116,2,178,0.023023023023023,0.022,0.0510510510510511,0.049,1,1,TRUE,-1
"chr9",74278132,74298933,-0.175940571825401,0.351881143650803,469,108770,108771,2,72,0.023023023023023,0.022,0.0510510510510511,0.049,1,0,TRUE,-1
"chr16",31891978,31891978,0.318057791987713,0.318057791987713,666,172011,172011,1,12,0.022022022022022,0.022,0.0800800800800801,0.077,1,0,FALSE,NA
"chr4",112572194,112572194,-0.317285860626565,0.317285860626565,213,56788,56788,1,245,0.022022022022022,0.022,0.0810810810810811,0.078,0,NA,TRUE,-1
"chr22",42828535.5,42829622.5,-0.174916896067797,0.349833792135594,887,210452,210453,2,335,0.024024024024024,0.023,0.0520520520520521,0.05,0,NA,TRUE,-1
"chr3",77122541,77129373,-0.17466661917783,0.34933323835566,115,43780,43781,2,93,0.024024024024024,0.023,0.0530530530530531,0.051,2,1,TRUE,-1
"chr6",57647657,57668889,-0.174187656480615,0.348375312961231,314,78323,78324,2,2510,0.024024024024024,0.023,0.0530530530530531,0.051,0,NA,TRUE,-1
"chr1",97418099,97434409,-0.173572768302649,0.347145536605298,17,10938,10939,2,130,0.024024024024024,0.023,0.0530530530530531,0.051,0,NA,TRUE,-1
"chr1",83279545,83289714,-0.172935490994414,0.345870981988827,15,10050,10051,2,183,0.025025025025025,0.024,0.0540540540540541,0.052,0,NA,TRUE,-1
"chr9",75828313,75828313,-0.312048457304816,0.312048457304816,469,108808,108808,1,72,0.024024024024024,0.024,0.0870870870870871,0.084,0,NA,TRUE,-1
"chr1",163941078,164023978,-0.171422731394382,0.342845462788764,33,14953,14954,2,1584,0.026026026026026,0.025,0.0550550550550551,0.053,0,NA,TRUE,-1
"chr20",43530216,43570961,0.170943148996497,0.341886297992994,825,204070,204076,2,121,0.026026026026026,0.025,0.0550550550550551,0.053,4,0.333333333333333,FALSE,NA
"chr19",30897624,30911250,0.169686216274323,0.339372432548646,783,196478,196479,2,8,0.027027027027027,0.026,0.0590590590590591,0.057,1,1,TRUE,-1
"chr4",124940041,124983615,0.169099280890234,0.338198561780468,218,57342,57343,2,288,0.028028028028028,0.027,0.0600600600600601,0.058,0,NA,TRUE,-1
"chr5",162516650,162516650,-0.308306174369543,0.308306174369543,308,69711,69711,1,34,0.027027027027027,0.027,0.0950950950950951,0.092,0,NA,TRUE,-1
"chr2",164331602,164331602,-0.306975283836286,0.306975283836286,87,32142,32142,1,802,0.029029029029029,0.029,0.0980980980980981,0.095,0,NA,TRUE,-1
"chr19",32865061,32876832,0.167566267289679,0.335132534579357,786,196525,196526,2,12,0.032032032032032,0.031,0.0630630630630631,0.061,1,0,TRUE,-1
"chr15",54897418,54897418,-0.303279468602738,0.303279468602738,658,162994,162994,1,322,0.031031031031031,0.031,0.105105105105105,0.101,2,1,TRUE,-1
"chr6",124479386,124511278,-0.166870175385001,0.333740350770002,344,80815,80816,2,947,0.033033033033033,0.032,0.0640640640640641,0.062,1,1,TRUE,-1
"chr18",72152194.5,72168601,0.16676533251819,0.33353066503638,767,190517,190523,2,8,0.033033033033033,0.032,0.0650650650650651,0.063,1,1,TRUE,-1
"chr7",146130429,146130429,-0.29878263198776,0.29878263198776,379,95694,95694,1,357,0.032032032032032,0.032,0.109109109109109,0.105,1,0,TRUE,-1
"chr14",46791389,46791389,-0.295177808119043,0.295177808119043,633,154751,154751,1,18,0.032032032032032,0.032,0.114114114114114,0.11,0,NA,TRUE,-1
"chr4",130030465,130030465,0.29515817426412,0.29515817426412,219,57520,57520,1,75,0.032032032032032,0.032,0.114114114114114,0.11,0,NA,TRUE,-1
"chr2",123819265,123819265,-0.295152505830153,0.295152505830153,78,30061,30061,1,262,0.032032032032032,0.032,0.114114114114114,0.11,0,NA,TRUE,-1
"chr5",91598531.5,91598531.5,0.294351681671681,0.294351681671681,285,65194,65194,1,66,0.032032032032032,0.032,0.116116116116116,0.112,0,NA,TRUE,-1
"chr4",130257063,130257063,-0.292981603091978,0.292981603091978,219,57522,57522,1,75,0.033033033033033,0.033,0.12012012012012,0.116,0,NA,FALSE,NA
"chr14",34692110,34692110,-0.290581002821021,0.290581002821021,626,154357,154357,1,148,0.033033033033033,0.033,0.122122122122122,0.117,1,0,TRUE,-1
"chr7",13579700,13579700,0.290123819743698,0.290123819743698,353,86686,86686,1,146,0.034034034034034,0.034,0.124124124124124,0.119,0,NA,TRUE,-1
"chr7",64847121,64862915,0.164499996832895,0.32899999366579,360,90131,90132,2,70,0.036036036036036,0.035,0.0690690690690691,0.066,1,1,FALSE,NA
"chr3",147722622,147722622,-0.288980948254179,0.288980948254179,142,47373,47373,1,20,0.035035035035035,0.035,0.125125125125125,0.12,0,NA,TRUE,-1
"chr6",23181388,23181388,-0.288356504598668,0.288356504598668,313,73736,73736,1,189,0.035035035035035,0.035,0.128128128128128,0.123,0,NA,TRUE,-1
"chr10",67074019,67086005,-0.163971493576541,0.327942987153083,513,117672,117673,2,10,0.037037037037037,0.036,0.0700700700700701,0.067,0,NA,TRUE,-1
"chr14",45930824,45930824,-0.288055540246698,0.288055540246698,631,154746,154746,1,36,0.036036036036036,0.036,0.13013013013013,0.123,0,NA,TRUE,-1
"chr9",111236249,111313996,-0.163004714320084,0.326009428640169,486,110140,110141,2,63,0.04004004004004,0.039,0.0740740740740741,0.071,0,NA,TRUE,-1
"chr20",52029943,52036204,0.162980461510142,0.325960923020284,831,204690,204691,2,17,0.04004004004004,0.039,0.0740740740740741,0.071,1,1,TRUE,-1
"chr3",166834154.5,166884766,-0.162863803235375,0.325727606470749,156,48259,48260,2,1076,0.04004004004004,0.039,0.0740740740740741,0.071,0,NA,TRUE,-1
"chr14",27245119,27429693,-0.162478470261736,0.324956940523472,622,154135,154136,2,407,0.04004004004004,0.039,0.0750750750750751,0.072,0,NA,TRUE,-1
"chr8",138039659,138135392,-0.162251783063142,0.324503566126284,418,105959,105960,2,40,0.04004004004004,0.039,0.0750750750750751,0.072,0,NA,TRUE,-1
"chr21",27354743,27372424,-0.161992035068798,0.323984070137595,855,206121,206122,2,13,0.041041041041041,0.04,0.0760760760760761,0.073,36,1,FALSE,NA
"chr16",55326700,55336970,-0.160594664093951,0.321189328187901,671,172843,172844,2,502,0.041041041041041,0.04,0.0760760760760761,0.073,0,NA,TRUE,-1
"chr10",87676527,87682317,-0.160263672354108,0.320527344708216,518,119311,119312,2,1034,0.041041041041041,0.04,0.0760760760760761,0.073,1,1,TRUE,-1
"chr20",9340396,9344219,-0.159538795259742,0.319077590519485,797,202434,202435,2,11,0.041041041041041,0.04,0.0760760760760761,0.073,1,0,FALSE,NA
"chr12",63478325,63479872,-0.15944224917551,0.31888449835102,564,141937,141938,2,55,0.041041041041041,0.04,0.0760760760760761,0.073,0,NA,TRUE,-1
"chr8",3631202,3631202,-0.277420267838508,0.277420267838508,381,98286,98286,1,350,0.042042042042042,0.042,0.151151151151151,0.143,3,0,TRUE,-1
"chr3",60994171,61066614,-0.158398966485623,0.316797932971246,113,42797,42798,2,1672,0.045045045045045,0.044,0.0810810810810811,0.078,1,1,FALSE,NA
"chr7",35320315,35407225,-0.158206943711166,0.316413887422332,354,88200,88201,2,1610,0.045045045045045,0.044,0.0810810810810811,0.078,0,NA,TRUE,-1
"chr2",52759434,52785721,-0.15716771028088,0.31433542056176,61,25437,25438,2,210,0.047047047047047,0.046,0.0830830830830831,0.08,0,NA,TRUE,-1
"chr20",22795729.5,22795729.5,0.275887111666273,0.275887111666273,815,202834,202834,1,41,0.046046046046046,0.046,0.158158158158158,0.147,0,NA,TRUE,-1
"chr5",152591026,152591026,-0.271027990187643,0.271027990187643,306,69152,69152,1,998,0.047047047047047,0.047,0.167167167167167,0.156,0,NA,TRUE,-1
"chr1",228102416,228128003,-0.156607006337652,0.313214012675303,47,19462,19468,2,1301,0.049049049049049,0.048,0.0850850850850851,0.082,1,0,TRUE,-1
