"","meanDiff","tstat","pval","qval","bonf","meanControl","nearestGene","nearestRefseq","nearestGeneDist","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Entrez","subjectHits"
"cg25224568",-0.012878977823225,-6.77197591267003,9.82280657207857e-11,4.48897272969003e-07,4.48423889663931e-05,0.0833903036867263,"NECAB1","NM_022351",0,"NECAB1","NM_022351","inside exon","inside",189,"inside exon",0,1,13,"5' UTR","+",167709,163625,"64168",43494
"cg21041911",-0.0118469122928254,-6.77179391292798,9.83317611916863e-11,4.48897272969003e-07,4.48897272969003e-05,0.0542323223433902,"MDGA1","NM_153487",-7673,"MDGA1","NM_153487","upstream","upstream",7673,NA,NA,NA,17,NA,"-",65482,59443,"266727",19783
"cg10902206",0.0270776303830716,6.76769981153542,1.00693067074358e-10,4.55092124839206e-07,4.59676941293163e-05,0.86757273039687,"TSNARE1","NM_001291931",238631,"TSNARE1","NM_001291931","downstream","downstream",381314,NA,NA,NA,13,NA,"-",142683,125240,"203062",12909
"cg21690091",-0.0113161860595273,-6.76601226255801,1.01682529815359e-10,4.55092124839206e-07,4.6419396733599e-05,0.0661377906009021,"RABIF","NM_002871",16654,"RABIF","NM_002871","downstream","downstream",27629,NA,NA,NA,2,NA,"-",10975,8120,"5877",41445
"cg12804865",-0.0189685815806596,-6.76191564044957,1.04124472693732e-10,4.614968485712e-07,4.75341754028336e-05,0.089837559533295,"LIN37","NM_019104",0,"LIN37","NM_019104","inside intron","inside",621,"inside intron",-223,1,9,"inside transcription region","+",6158,5749,"55957",38242
"cg12911428",-0.0112886933120125,-6.75864245010227,1.0611695846703e-10,4.64663783834463e-07,4.84437710606593e-05,0.0570016464947563,"NOL4","NM_001198546",-1227,"NOL4","NM_001198546","promoter","promoter",1227,NA,NA,NA,9,NA,"-",372451,370411,"8715",56465
"cg09983915",-0.0145041443548091,-6.75698559377886,1.07139784461201e-10,4.64663783834463e-07,4.89107044237362e-05,0.100801853047789,"MLX","NM_170607",193,"MLX","NM_170607","promoter","promoter",193,NA,NA,NA,8,NA,"+",6143,4478,"6945",46572
"cg11571001",-0.0441869023692611,-6.75507560661921,1.0833091249469e-10,4.64663783834463e-07,4.94544698556884e-05,0.138184703320904,"GTF2H4","NM_001517",0,"VARS2","NM_001167733","inside exon","inside",220,"inside exon",0,1,29,"5' UTR","+",12647,11373,"57176",39665
"cg05486193",-0.0207643056816081,-6.7541538094084,1.08910425048766e-10,4.64663783834463e-07,4.97190248702875e-05,0.0681222674212462,"STRADA","NM_001003786",-190,"STRADA","NM_001003786","promoter","promoter",190,NA,NA,NA,13,NA,"-",39138,24770,"92335",58770
"cg03023867",-0.0201858293932779,-6.75048019274492,1.11250388383892e-10,4.70252301410147e-07,5.07872485522959e-05,0.0999743963335775,"SARS","NM_006513",101,"SARS","NM_006513","promoter","promoter",101,NA,NA,NA,11,NA,"+",24289,23895,"6301",42827
"cg08448040",-0.0141648146815864,-6.74787583344613,1.12939158157462e-10,4.728856036134e-07,5.15581939079375e-05,0.0983708809973622,"HDAC11","NM_001136041",0,"HDAC11","NM_001136041","inside intron","inside",469,"inside intron",-76,1,9,"5' UTR","+",26700,23149,"79885",51028
"cg15214069",-0.0298803642801853,-6.74634266010017,1.13945093343397e-10,4.728856036134e-07,5.2017416397474e-05,0.130647361614709,"INPP5E","NM_019892",0,"INPP5E","NM_019892","inside exon","inside",674,"inside exon",0,1,10,"inside transcription region","-",11189,9744,"56623",38774
"cg20696051",-0.0278568237028437,-6.74431538713628,1.15288754936917e-10,4.74151489932584e-07,5.26308153825168e-05,0.0952213937662506,"WDR60","NM_018051",241,"WDR60","NM_018051","promoter","promoter",241,NA,NA,NA,25,NA,"+",89614,89043,"55112",35963
"cg17465130",-0.016928325333856,-6.74245039501917,1.16538614457898e-10,4.75012433053737e-07,5.32013925020185e-05,0.0823504116851163,"PAOX","NM_152911",687,"PAOX","NM_152911","promoter","promoter",687,NA,NA,NA,7,NA,"+",12457,12138,"196743",12298
"cg08966978",-0.0121558948768835,-6.73638336046712,1.206974603982e-10,4.83076121042465e-07,5.50999597387633e-05,0.105982971835701,"STAMBPL1","NM_020799",0,"STAMBPL1","NM_020799","inside exon","inside",57,"inside exon",0,1,11,"5' UTR","+",94966,71604,"57559",40334
"cg08934607",-0.0229228202232038,-6.73636139470557,1.20712779609908e-10,4.83076121042465e-07,5.51069531580579e-05,0.0970364186082687,"PRMT3","NM_001145166",0,"PRMT3","NM_001145166","inside intron","inside",571,"inside intron",-326,1,14,"inside transcription region","+",121803,120666,"10196",1511
"cg20150135",-0.014186071981885,-6.73285956263391,1.23179616617787e-10,4.83076121042465e-07,5.62330963210359e-05,0.0799482221589228,"NSMAF","NM_001144772",0,"NSMAF","NM_001144772","inside intron","inside",429,"inside intron",156,1,31,"inside transcription region","-",76340,75525,"8439",54503
"cg04153740",-0.0128924212733209,-6.73109806465764,1.24439165182265e-10,4.83076121042465e-07,5.68080966148512e-05,0.101358274594827,"IRX5","NM_001252197",-2623,"IRX5","NM_001252197","downstream","downstream",5907,NA,NA,NA,3,NA,"+",3284,2674,"10265",1734
"cg09375063",-0.0143409691616225,-6.73025236523383,1.25048369614166e-10,4.83076121042465e-07,5.7086206357672e-05,0.115847999811533,"ACTL6B","NM_016188",-49,"ACTL6B","NM_016188","promoter","promoter",49,NA,NA,NA,14,NA,"-",13358,13108,"51412",32497
"cg08695336",-0.028646580777311,-6.72836274566911,1.2642018673158e-10,4.83076121042465e-07,5.77124587053938e-05,0.0940118754421359,"NRG1","NM_001159995",0,"NRG1","NM_001159995","inside exon","inside",422,"inside exon",0,1,13,"5' UTR","+",216830,214611,"3084",23298
"cg24000873",-0.0108849107858969,-6.72767210028862,1.26925262721829e-10,4.83076121042465e-07,5.79430324609304e-05,0.106800077099787,"NEFL","NM_006158",0,"NEFL","NM_006158","inside exon","inside",730,"inside exon",0,1,5,"inside transcription region","-",5914,3706,"4747",30110
"cg09885409",-0.0081107878721976,-6.72706234210207,1.27372834271062e-10,4.83076121042465e-07,5.81473546915854e-05,0.0611067119291043,"IFNAR1","NM_000629",0,"IFNAR1","NM_000629","inside intron","inside",349,"inside intron",-126,1,11,"inside transcription region","+",34914,30494,"3454",25006
"cg22993892",-0.017463142752261,-6.72576202922841,1.28332473963971e-10,4.83076121042465e-07,5.85854426867141e-05,0.0718725673090861,"PARP16","NM_017851",-101,"PARP16","NM_017851","promoter","promoter",101,NA,NA,NA,6,NA,"-",28581,27019,"54956",35532
"cg00340850",-0.0267438780693543,-6.72473048708643,1.29098813762545e-10,4.83076121042465e-07,5.89352867671807e-05,0.102592739209618,"BMP7","NM_001719",243286,"BMP7","NM_001719","downstream","downstream",341184,NA,NA,NA,7,NA,"-",97898,95163,"655",45209
"cg18162528",-0.0208843268341095,-6.72224163362078,1.30966377949305e-10,4.86080114607895e-07,5.97878540967711e-05,0.131414534598396,"IGSF9B","NM_001277285",-11,"IGSF9B","NM_001277285","promoter","promoter",11,NA,NA,NA,20,NA,"-",48129,47685,"22997",15047
"cg09720833",-0.0189305997777966,-6.71596150364779,1.35797724708933e-10,4.89707709795427e-07,6.19934267000493e-05,0.100507927540433,"SPRY1","NM_001258038",-102130,"SPRY1","NM_001258038","downstream","downstream",109095,NA,NA,NA,2,NA,"+",6965,959,"10252",1696
"cg05485520",-0.0281714950048365,-6.71539150025452,1.36244811076615e-10,4.89707709795427e-07,6.21975274390188e-05,0.105267460713216,"LZTFL1","NM_001276378",0,"LZTFL1","NM_001276378","inside intron","inside",73588,"inside intron",-6351,4,10,"inside transcription region","-",92406,86819,"54585",34685
"cg01038149",-0.0103242812858426,-6.71513806641795,1.36444058357115e-10,4.89707709795427e-07,6.22884864127815e-05,0.0714577494881515,"P2RX6","NM_001159554",677,"P2RX6","NM_001159554","promoter","promoter",677,NA,NA,NA,12,NA,"+",12860,11442,"9127",58163
"cg22812697",-0.00803054532268091,-6.71422570994893,1.3716371984243e-10,4.89707709795427e-07,6.26170212364271e-05,0.0664937506773656,"BMF","NM_001003940",-120,"BMF","NM_001003940","promoter","promoter",120,NA,NA,NA,4,NA,"-",20994,14295,"90427",57690
"cg15383574",-0.0134077394147274,-6.7140441947785,1.37307342515579e-10,4.89707709795427e-07,6.26825868538146e-05,0.114123721949635,"ATP5S","NM_001003803",0,"ATP5S","NM_001003803","inside exon","inside",122,"inside exon",0,1,6,"5' UTR","+",13899,4232,"27109",20224
"cg04607160",-0.0131712935304327,-6.71210430071753,1.38851536990666e-10,4.91376214776897e-07,6.33875317062197e-05,0.0803999034730958,"MADCAM1","NM_130760",7925,"MADCAM1","NM_130760","upstream","upstream",7925,NA,NA,NA,5,NA,"+",8853,8465,"8174",52788
"cg22430734",-0.0300847136167999,-6.70805733410878,1.42128186619775e-10,4.95433415735221e-07,6.48833648583532e-05,0.0933496155919887,"DUSP14","NM_007026",157,"DUSP14","NM_007026","promoter","promoter",157,NA,NA,NA,3,NA,"+",23637,596,"11072",4094
"cg03149454",-0.0139112672883723,-6.70800809272053,1.42168519760256e-10,4.95433415735221e-07,6.4901777461314e-05,0.0769793794179814,"DYNLRB1","NM_001281727",0,"DYNLRB1","NM_001281727","inside intron","inside",372,"inside intron",-309,1,4,"inside transcription region","+",24558,24164,"83658",53450
"cg15044954",-0.0175706496226026,-6.70278583611677,1.46510531243539e-10,5.00107399481466e-07,6.68839621495817e-05,0.0980598046398737,"CFAP69","NM_001039706",123,"CFAP69","NM_001039706","promoter","promoter",123,NA,NA,NA,7,NA,"+",26501,26249,"79846",50910
"cg10897533",-0.0134163175801241,-6.70125024618913,1.47811914921204e-10,5.00107399481466e-07,6.74780607164235e-05,0.0821256135446005,"DNAJC14","NM_032364",0,"DNAJC14","NM_032364","inside intron","inside",838,"inside intron",455,1,7,"5' UTR","-",9598,6681,"85406",55815
"cg14554101",-0.0121515422547165,-6.70054952265172,1.48409535548063e-10,5.00107399481466e-07,6.77508823016531e-05,0.0753456602700611,"CCNK","NM_001099402",0,"CCNK","NM_001099402","inside intron","inside",448,"inside intron",-370,1,11,"5' UTR","+",30113,18104,"8812",56717
"cg23260799",-0.0135166121508271,-6.69869650945396,1.50001373400479e-10,5.00107399481466e-07,6.84775769751728e-05,0.12924759937401,"PTDSS2","NM_030783",0,"PTDSS2","NM_030783","inside intron","inside",821,"inside intron",-463,1,12,"inside transcription region","+",41107,40126,"81490",52523
"cg14443380",-0.0194122526061353,-6.69688502507412,1.5157376071194e-10,5.00107399481466e-07,6.91953922238901e-05,0.0916482457573332,"SEMA7A","NM_001146029",0,"SEMA7A","NM_001146029","inside intron","inside",417,"inside intron",199,1,13,"inside transcription region","-",24669,23294,"8482",55160
"cg08034216",-0.0113058166827064,-6.69408462431707,1.54036485260847e-10,5.00107399481466e-07,7.03196579958851e-05,0.0793633587820802,"IDE","NM_001165946",-375,"IDE","NM_001165946","promoter","promoter",375,NA,NA,NA,25,NA,"-",122411,119575,"3416",24796
"cg15453599",-0.0189790942700394,-6.69332661692051,1.54709829922062e-10,5.00107399481466e-07,7.06270485872102e-05,0.0952363174100313,"NEMF","NM_001301732",0,"NEMF","NM_001301732","inside intron","inside",164487,"inside intron",96302,33,34,"inside transcription region","-",286512,286443,"9147",58299
"cg12914362",-0.0123794942338551,-6.6932111578494,1.5481264691176e-10,5.00107399481466e-07,7.06739858796285e-05,0.0860916406493365,"FZD8","NM_031866",-117,"FZD8","NM_031866","promoter","promoter",117,NA,NA,NA,1,NA,"-",3185,2084,"8325",53188
"cg21545849",-0.0114094880090359,-6.69266947405182,1.55295917298346e-10,5.00107399481466e-07,7.089460509362e-05,0.0585596374783056,"CHD6","NM_032221",-76,"CHD6","NM_032221","promoter","promoter",76,NA,NA,NA,37,NA,"-",215963,146743,"84181",54107
"cg10134882",-0.0264284285974532,-6.6923178528188,1.55610414502398e-10,5.00107399481466e-07,7.10381771557331e-05,0.134317022184708,"LEMD3","NM_001167614",0,"LEMD3","NM_001167614","inside exon","inside",565,"inside exon",0,1,13,"inside transcription region","+",78790,76728,"23592",17039
"cg00506247",-0.016842120743829,-6.69144471512998,1.56394077551799e-10,5.00107399481466e-07,7.13959295254044e-05,0.105569174674256,"FER","NM_005246",0,"FER","NM_005246","inside intron","inside",267,"inside intron",-235,1,18,"5' UTR","+",438710,319764,"2241",14292
"cg02072366",-0.0370739243557226,-6.69037019185012,1.57363817148943e-10,5.00107399481466e-07,7.18386282581153e-05,0.108249316751109,"HOXC12","NM_173860",3658,"HOXC12","NM_173860","upstream","upstream",3658,NA,NA,NA,2,NA,"+",1636,1636,"3228",24115
"cg15032444",-0.0176080998060734,-6.68994278926554,1.57751182387645e-10,5.00107399481466e-07,7.20154655253312e-05,0.0729597412225002,"KLC4","NM_001289034",0,"KLC4","NM_001289034","inside exon","inside",133,"inside exon",0,1,16,"5' UTR","+",15200,13336,"89953",57409
"cg07875360",-0.010569751340909,-6.68833041536266,1.592209740587e-10,5.01285824347995e-07,7.26864445304593e-05,0.0697551580857142,"NDUFS6","NM_004553",152,"NDUFS6","NM_004553","promoter","promoter",152,NA,NA,NA,4,NA,"+",14671,14498,"4726",30020
"cg27182764",-0.00955888233238811,-6.68236811185167,1.64773918741657e-10,5.13781763853837e-07,7.52214359665099e-05,0.0746658780940322,"TIPRL","NM_001031800",75,"TIPRL","NM_001031800","promoter","promoter",75,NA,NA,NA,5,NA,"+",13462,13150,"261726",19296
"cg05173385",-0.0189822969648013,-6.68112843763252,1.65952167788538e-10,5.13781763853837e-07,7.5759321973649e-05,0.0847424463563417,"RPS13","NM_001017",0,"RPS13","NM_001017","inside intron","inside",176,"inside intron",-19,2,6,"inside transcription region","-",3281,3208,"6207",42538
"cg20043105",-0.02833820492114,-6.68048567055313,1.66566343237472e-10,5.13781763853837e-07,7.60397010503679e-05,0.0956204257874126,"LINC01551","NR_026731",0,"LINC01551","NR_026731","inside intron","inside",5548,"inside intron",-4818,2,3,"inside transcription region","+",22090,19453,"387978",26645
"cg06836181",-0.0222412761986363,-6.67760957858552,1.69341985130026e-10,5.17982056805166e-07,7.73068176576635e-05,0.113771037058663,"SERTAD2","NM_014755",-114499,"SERTAD2","NM_014755","upstream","upstream",114499,NA,NA,NA,2,NA,"-",22291,944,"9792",61018
"cg06600447",-0.00847381695796672,-6.67673258298726,1.70197362442636e-10,5.17982056805166e-07,7.76973085207749e-05,0.0776106438413891,"KXD1","NM_001171948",0,"KXD1","NM_001171948","inside intron","inside",265,"inside intron",-77,1,5,"5' UTR","+",11625,6574,"79036",49541
"cg00989217",-0.0189784749515214,-6.67197860826382,1.74908604158417e-10,5.25513470419202e-07,7.98480516101713e-05,0.0880735905874888,"MIS18A","NM_018944",-116,"MIS18A","NM_018944","promoter","promoter",116,NA,NA,NA,5,NA,"-",10846,9977,"54069",34158
"cg12383823",-0.0190386373741896,-6.67191319978968,1.74974310706855e-10,5.25513470419202e-07,7.98780475037187e-05,0.0672795963971814,"RBM26","NM_001286631",-399,"RBM26","NM_001286631","promoter","promoter",399,NA,NA,NA,21,NA,"-",85823,85153,"64062",43303
"cg07945480",-0.0122326448656166,-6.67022423317688,1.76679403206017e-10,5.27166303240448e-07,8.06564443957886e-05,0.0835004459647929,"NOP14","NM_001291978",0,"NOP14","NM_001291978","inside exon","inside",146,"inside exon",0,1,18,"inside transcription region","-",24793,24488,"8602",56094
"cg24445570",-0.0152814907840915,-6.6675781677906,1.79383630173031e-10,5.28736845866613e-07,8.18909591611809e-05,0.0671297411106639,"TRMT10C","NM_017819",30,"TRMT10C","NM_017819","promoter","promoter",30,NA,NA,NA,2,NA,"+",4610,1211,"54931",35460
"cg13203239",-0.0282505138657748,-6.66731894118276,1.79650733010799e-10,5.28736845866613e-07,8.20128950789589e-05,0.115546968423467,"MATN1","NM_002379",0,"MATN1","NM_002379","inside intron","inside",4274,"inside intron",-353,3,8,"inside transcription region","-",12308,9969,"4146",28239
"cg09124190",-0.0228101272925342,-6.66494037410048,1.82119894571742e-10,5.28736845866613e-07,8.31400994306296e-05,0.105648693913198,"TGIF1","NM_001278682",0,"TGIF1","NM_001278682","inside intron","inside",811,"inside intron",-623,1,3,"inside transcription region","+",10798,10200,"7050",46777
"cg01517025",-0.0121624957052672,-6.66486152356358,1.82202317145835e-10,5.28736845866613e-07,8.31777264071964e-05,0.0675876159569045,"CCNE2","NM_004702",-382,"CCNE2","NM_004702","promoter","promoter",382,NA,NA,NA,12,NA,"-",15029,12589,"9134",58216
"cg03952484",-0.0132509081212503,-6.66404944206923,1.83053323689612e-10,5.28736845866613e-07,8.35662219575157e-05,0.0685095310334255,"SF3B4","NM_005850",0,"SF3B4","NM_005850","inside exon","inside",144,"inside exon",0,1,4,"5' UTR","-",2524,2105,"10262",1729
"cg03900353",-0.0368097793870564,-6.66300363699881,1.84155015284979e-10,5.28736845866613e-07,8.40691584927914e-05,0.114752447834863,"ATF3","NM_001030287",6220,"ATF3","NM_001030287","upstream","upstream",6220,NA,NA,NA,4,NA,"+",55443,4533,"467",29841
"cg15853374",-0.0393785805387335,-6.65823280179846,1.89264057113138e-10,5.40009390655562e-07,8.64015025048899e-05,0.105184012846625,"EIF3L","NM_001242923",0,"EIF3L","NM_001242923","inside exon","inside",68,"inside exon",0,1,11,"5' UTR","+",39410,39014,"51386",32456
"cg20250874",-0.0318426071319476,-6.65555622466765,1.92191130146602e-10,5.4495496519637e-07,8.77377493966156e-05,0.11158269908471,"LRCH1","NM_001164211",0,"LRCH1","NM_001164211","inside exon","inside",58,"inside exon",0,1,19,"5' UTR","+",199879,197253,"23143",15576
"cg03675739",-0.0153282103842408,-6.65227186875079,1.95843722946343e-10,5.51883984527184e-07,8.94052054934039e-05,0.0966844909557055,"KRT86","NM_002284",0,"KRT86","NM_002284","inside exon","inside",6910,"inside exon",0,9,9,"3'UTR","+",7298,6668,"3892",26850
"cg03532274",-0.0119021074248399,-6.64781398156656,2.00910795514205e-10,5.6268950915691e-07,9.17183899925764e-05,0.0918024925050177,"ARHGAP20","NM_001258415",0,"ARHGAP20","NM_001258415","inside intron","inside",263,"inside intron",52,1,15,"5' UTR","-",136153,111255,"57569",40363
"cg23288521",-0.0102017481144686,-6.64568091861946,2.03380718966495e-10,5.66133793643606e-07,9.28459421575513e-05,0.0866177781577385,"RALGAPB","NM_001282917",26035,"RALGAPB","NM_001282917","upstream","upstream",26035,NA,NA,NA,10,NA,"+",52102,36361,"57148",39598
"cg01956158",-0.0267142546437329,-6.63468881688602,2.16589696684023e-10,5.92348365377194e-07,9.88760122023134e-05,0.0931062424642326,"EFR3A","NM_015137",0,"EFR3A","NM_015137","inside intron","inside",591,"inside intron",-377,1,23,"inside transcription region","+",109530,106582,"23167",15647
"cg09957386",-0.0160968884371349,-6.63468478485832,2.16594693306164e-10,5.92348365377194e-07,9.88782932252768e-05,0.0920625057788225,"AKR1B1","NM_001628",-174,"AKR1B1","NM_001628","promoter","promoter",174,NA,NA,NA,10,NA,"-",16781,16334,"231",15411
"cg19550313",-0.00855345049302858,-6.63460723190012,2.16690821549422e-10,5.92348365377194e-07,9.89221770179915e-05,0.0742441436605658,"TMEM126A","NM_001244735",0,"TMEM126A","NM_001244735","inside exon","inside",54,"inside exon",0,1,4,"5' UTR","+",8634,2314,"84233",54191
"cg07898084",-0.0262994292951991,-6.63301424816403,2.18674655831844e-10,5.9421323308192e-07,9.98278231577625e-05,0.0817014129478641,"CKAP2","NM_001098525",110,"CKAP2","NM_001098525","promoter","promoter",110,NA,NA,NA,6,NA,"+",10470,9917,"26586",19741
"cg01697986",-0.00770648395975521,-6.62993332512296,2.22562290479629e-10,5.98301926232655e-07,0.000101602578913727,0.0876714817954334,"IER5","NM_016545",-14811,"IER5","NM_016545","downstream","downstream",17152,NA,NA,NA,1,NA,"+",2341,983,"51278",32163
